KEYBOARD_TYPE: tablet
PRACTICE_WORDS_PER_INPUT: 3
WORD_ORDER: [hailed, shier, tales, coy, bale, mans, find, sires, dipped, falls, sicker, sue, dubbed, tin, core]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.0, 1.0, 3.5, 1.0, 1.0, 2.2, 1.0, 2.2, 1.0, 1.0, 1.6666666, 2.0, 5.8, 1.0, 2.2]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [25.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0, 20.0, 16.666668, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [20.0, 0.0, 35.714287, 0.0, 0.0, 33.333336, 0.0, 27.272728, 20.0, 0.0, 20.0, 25.0, 43.333332, 14.285715, 27.272728]
ERROR_RATE_MWD: [66.66667]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [33.333336]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [66.66667]
TOTAL_ERROR_RATE: [25.0, 0.0, 55.555557, 0.0, 0.0, 50.0, 0.0, 37.5, 25.0, 0.0, 25.0, 33.333336, 76.47059, 16.666668, 37.5]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [25.0, 0.0, 55.555557, 0.0, 0.0, 50.0, 0.0, 37.5, 25.0, 0.0, 25.0, 33.333336, 76.47059, 16.666668, 37.5]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [20.0, 0.0, 35.714287, 0.0, 0.0, 33.333336, 0.0, 27.272728, 20.0, 0.0, 20.0, 25.0, 43.333332, 14.285715, 27.272728]
FRECHET_DISTANCE_TOUCH_ONLY: [626.767, 217.1799, 388.54315, 180.56973, 181.50133, 718.12537, 236.92712, 292.3097, 398.4946, 142.44917, 395.78363, 300.70135, 688.8777, 676.1409, 390.8988]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [144.51236, 217.1799, 388.54315, 180.56973, 181.50133, 328.34198, 236.92712, 292.3097, 97.29895, 142.44917, 395.78363, 300.70135, 521.7977, 293.9011, 390.8988]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [144.51236, 217.1799, 254.00513, 180.56973, 181.50133, 256.88058, 236.92712, 292.3097, 97.29895, 142.44917, 340.14575, 305.71436, 408.80777, 293.9011, 306.4553]
KEYBOARD_TYPE: leapAirBimodal
PRACTICE_WORDS_PER_INPUT: 10
WORD_ORDER: [failed, halls, sites, sit, dire, run, dales, hopped, wicker, fine, fir, pans, tale, shied, sinned]
NUMBER_OF_TIMES_PLANE_BREACHED: [5, 1, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1]
DISTANCE_TRAVELED_TOUCH_ONLY: [1898.4658, 1407.681, 970.2704, 722.72046, 869.7107, 382.14017, 1341.7015, 907.7352, 2623.7876, 768.91473, 632.56146, 1371.8987, 1225.962, 875.99194, 1120.3268]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [1792.1206, 1407.681, 970.2704, 722.72046, 869.7107, 382.14017, 1341.7015, 907.7352, 2458.4373, 768.91473, 632.56146, 1371.8987, 1225.962, 875.99194, 1120.3268]
TIME_DURATION_TOUCH_ONLY: [4.49247, 2.5097775, 2.4155507, 1.4230163, 1.7494276, 1.2505004, 2.5311546, 2.2305384, 4.0818624, 2.4459608, 1.3029922, 2.771833, 2.527651, 2.2127018, 2.9977322]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [3.8502653, 2.5097775, 2.4155507, 1.4230163, 1.7494276, 1.2505004, 2.5311546, 2.2305384, 3.4268496, 2.4459608, 1.3029922, 2.771833, 2.527651, 2.2127018, 2.9977322]
AVERAGE_PIXEL_VELOCITY: [425.32422, 562.8438, 401.51965, 510.1597, 496.80875, 305.5063, 532.9371, 409.3082, 540.9099, 313.68356, 480.19437, 492.72314, 483.7386, 398.04672, 373.25934]
REACTION_TIME_FIRST_PRESSED: [1.856697, 1.6672124, 1.3004065, 1.4338288, 1.4505339, 1.2503777, 0.9502781, 1.2004617, 7.1529913, 2.9511173, 1.3833878, 2.184154, 1.2837324, 1.7339303, 1.0336262]
REACTION_TIME_FIRST_TOUCH: [1.856697, 1.6672124, 1.3004065, 1.4338288, 1.4505339, 1.2503777, 0.9502781, 1.2004617, 2.2341797, 2.9511173, 1.3833878, 2.184154, 1.2837324, 1.7339303, 1.0336262]
AVERAGE_REACTION_TIME_TO_ERRORS: [2.0507946, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1258583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [13.355682, 19.125202, 19.871244, 16.865583, 20.57816, 19.192318, 18.963676, 26.899336, 14.699172, 14.7181425, 18.419142, 12.987796, 14.242473, 21.692938, 20.015131]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [15.583343, 19.125202, 19.871244, 16.865583, 20.57816, 19.192318, 18.963676, 26.899336, 17.508793, 14.7181425, 18.419142, 12.987796, 14.242473, 21.692938, 20.015131]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [11.340072, 14.36441, 16.146582, 12.601313, 15.00018, 14.394943, 17.234285, 20.985136, 6.408629, 8.893702, 13.400934, 9.685256, 12.593852, 15.202835, 17.859985]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [12.61617, 14.36441, 16.146582, 12.601313, 15.00018, 14.394943, 17.234285, 20.985136, 6.8053956, 8.893702, 13.400934, 9.685256, 12.593852, 15.202835, 17.859985]
ERROR_RATE_KSPC: [2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.6666667, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.4444444, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [33.333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [13.333334]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [13.333334]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [13.333334]
TOTAL_ERROR_RATE: [33.333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.454548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [33.333336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 45.454548, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [376.2771, 294.6407, 204.03964, 200.59412, 166.72748, 110.07684, 290.0509, 254.4002, 409.3578, 177.89957, 147.22331, 311.9093, 286.45947, 178.76045, 202.57024]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [241.75278, 294.6407, 204.03964, 200.59412, 166.72748, 110.07684, 290.0509, 254.4002, 349.78616, 177.89957, 147.22331, 311.9093, 286.45947, 178.76045, 202.57024]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [241.75278, 294.6407, 204.03964, 200.59412, 166.72748, 110.07684, 290.0509, 254.4002, 347.34375, 177.89957, 147.22331, 311.9093, 286.45947, 178.76045, 202.57024]
