TIME_EXPERIMENT_START: 312860313893451
TIME_WORD_START: 312860319066769 WORD_VALUE: the
TIME_PRESSED: 312875371342842 KEY_PRESSED: VK_M KEY_EXPECTED: VK_M KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312875426572029 POINT_POSITION: (551, 168, 0)
TIME_SPECIAL: 312875461863545 POINT_POSITION: (560, 161, 0)
TIME_SPECIAL: 312875486732257 POINT_POSITION: (564, 156, 0)
TIME_SPECIAL: 312875510855094 POINT_POSITION: (569, 150, 0)
TIME_SPECIAL: 312875529506020 POINT_POSITION: (580, 134, 0)
TIME_SPECIAL: 312875550715043 POINT_POSITION: (580, 134, 0)
TIME_SPECIAL: 312875578606149 POINT_POSITION: (586, 126, 0)
TIME_SPECIAL: 312875603969545 POINT_POSITION: (586, 126, 0)
TIME_SPECIAL: 312875630137158 POINT_POSITION: (586, 124, 0)
TIME_SPECIAL: 312875655973765 POINT_POSITION: (588, 123, 0)
TIME_SPECIAL: 312875677551471 POINT_POSITION: (589, 121, 0)
TIME_SPECIAL: 312875704627828 POINT_POSITION: (589, 121, 0)
TIME_SPECIAL: 312875730326685 POINT_POSITION: (589, 121, 0)
TIME_SPECIAL: 312875755027262 POINT_POSITION: (589, 121, 0)
TIME_SPECIAL: 312875776026418 POINT_POSITION: (590, 124, 0)
TIME_SPECIAL: 312875803366525 POINT_POSITION: (594, 136, 0)
TIME_SPECIAL: 312875827931783 POINT_POSITION: (609, 165, 0)
TIME_SPECIAL: 312875850577860 POINT_POSITION: (635, 206, 0)
TIME_SPECIAL: 312875879054809 POINT_POSITION: (635, 206, 0)
TIME_PRESSED: 312875879550303 KEY_PRESSED: VK_P KEY_EXPECTED: VK_P KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312875927061041 POINT_POSITION: (649, 226, 0)
TIME_SPECIAL: 312875950003281 POINT_POSITION: (663, 241, 0)
TIME_SPECIAL: 312875975337102 POINT_POSITION: (669, 245, 0)
TIME_SPECIAL: 312876003892649 POINT_POSITION: (683, 253, 0)
