TIME_PRESSED: 312933614134675 KEY_PRESSED: VK_X KEY_EXPECTED: VK_BACK_SPACE KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_PRESSED: 312934398049299 KEY_PRESSED: VK_BACK_SPACE KEY_EXPECTED: VK_BACK_SPACE KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_PRESSED: 312934706098510 KEY_PRESSED: VK_BACK_SPACE KEY_EXPECTED: VK_BACK_SPACE KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_PRESSED: 312935117640409 KEY_PRESSED: VK_BACK_SPACE KEY_EXPECTED: VK_BACK_SPACE KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312935613232819 DIRECTION_PRESSED: UP
TIME_SPECIAL: 312935870623301 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312936117554113 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312936294764856 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312936458877614 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312936970838353 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312937003423894 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312937064556068 DIRECTION_PRESSED: RIGHT
TIME_SPECIAL: 312937303554918 DIRECTION_PRESSED: UP
TIME_PRESSED: 312937616823634 KEY_PRESSED: VK_O KEY_EXPECTED: VK_O KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312937765379569 DIRECTION_PRESSED: DOWN
TIME_SPECIAL: 312937877418421 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312938397602828 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312938460194340 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312938511558834 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312938571233290 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312938793010977 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312939023555631 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312939303814212 DIRECTION_PRESSED: DOWN
TIME_PRESSED: 312939569962345 KEY_PRESSED: VK_X KEY_EXPECTED: VK_X KEY_PRESSED_UPPER: false KEY_EXPECTED_UPPER: false
TIME_SPECIAL: 312939908186474 DIRECTION_PRESSED: LEFT
TIME_SPECIAL: 312940184677596 DIRECTION_PRESSED: LEFT
