KEYBOARD_TYPE: tablet
PRACTICE_WORDS_PER_INPUT: 8
WORD_ORDER: [hailed, dipped, dubbed, sue, sicker, shier, mans, tin, coy, find, sires, core, falls, tales, bale]
KEYBOARD_TYPE: leapAirBimodal
PRACTICE_WORDS_PER_INPUT: 6
WORD_ORDER: [wicker, shied, tale, sites, sinned, sit, pans, halls, fine, run, hopped, failed, dales, dire, fir]
NUMBER_OF_TIMES_PLANE_BREACHED: [1, 1, 1, 1, 1, 6, 1, 1, 1, 6, 1, 1, 1, 1, 1]
DISTANCE_TRAVELED_TOUCH_ONLY: [1936.841, 1272.1101, 1853.887, 1245.8567, 1299.7898, 3518.657, 2050.3828, 1946.3773, 1184.6978, 3026.1367, 1301.0645, 1783.3259, 1600.4519, 1166.6268, 938.6068]
DISTANCE_TRAVELED_TOUCH_ONLY_SHORTEST: [1936.841, 1272.1101, 1853.887, 1245.8567, 1299.7898, 3518.657, 2050.3828, 1946.3773, 1184.6978, 844.23804, 1301.0645, 1783.3259, 1600.4519, 1166.6268, 938.6068]
TIME_DURATION_TOUCH_ONLY: [4.965251, 3.2536604, 3.253607, 2.7808828, 3.9331064, 1.9863207, 3.2326903, 3.420122, 2.798975, 2.1987317, 3.73433, 4.6173415, 3.681898, 2.787269, 1.8306673]
TIME_DURATION_TOUCH_ONLY_SHORTEST: [4.965251, 3.2536604, 3.253607, 2.7808828, 3.9331064, 1.9863207, 3.2326903, 3.420122, 2.798975, 1.8819329, 3.73433, 4.6173415, 3.681898, 2.787269, 1.8306673]
AVERAGE_PIXEL_VELOCITY: [389.85043, 391.39856, 570.4068, 446.96622, 330.2838, 1076.7545, 633.9907, 569.5209, 423.25446, 1374.9445, 348.49203, 386.1852, 434.33823, 418.8914, 512.02185]
REACTION_TIME_FIRST_PRESSED: [2.3123493, 1.3337507, 1.467193, 1.2504185, 1.2170888, 7.803248, 4.0349307, 1.300395, 1.2336888, 1.917375, 1.3003868, 1.7173411, 1.0669643, 1.250416, 0.96695495]
REACTION_TIME_FIRST_TOUCH: [2.3123493, 1.3337507, 1.467193, 1.2504185, 1.2170888, 0.41669658, 4.0349307, 1.300395, 1.2336888, 1.917375, 1.3003868, 1.7173411, 1.0669643, 1.250416, 0.96695495]
AVERAGE_REACTION_TIME_TO_ERRORS: [0.0, 0.0, 0.0, 0.0, 0.0, 1.7757235, 0.0, 0.0, 0.0, 1.7840788, 0.0, 0.0, 0.0, 0.0, 0.0]
TEXT_ENTRY_RATE_WPM: [12.0839815, 14.752614, 11.064643, 17.260706, 15.255118, 12.082641, 11.136235, 14.034589, 12.861852, 10.915384, 16.06714, 12.994491, 13.036756, 12.915868, 13.109973]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST: [12.0839815, 14.752614, 11.064643, 17.260706, 15.255118, 12.082641, 11.136235, 14.034589, 12.861852, 12.752847, 16.06714, 12.994491, 13.036756, 12.915868, 13.109973]
TEXT_ENTRY_RATE_MODIFIED_WPM_VULTURE: [9.893371, 13.079274, 10.1677685, 14.883532, 13.980052, 3.677384, 6.604637, 12.710472, 11.902802, 8.74613, 14.300707, 11.366, 12.634604, 11.888, 12.86807]
TEXT_ENTRY_RATE_MODIFIED_WPM_SHORTEST_VULTURE: [9.893371, 13.079274, 10.1677685, 14.883532, 13.980052, 3.677384, 6.604637, 12.710472, 11.902802, 9.47541, 14.300707, 11.366, 12.634604, 11.888, 12.86807]
ERROR_RATE_KSPC: [1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_KSPC_SHORTEST: [1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
ERROR_RATE_MODIFIED_MSD_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MODIFIED_MSD_BACKSPACE: [0.0, 0.0, 0.0, 0.0, 0.0, 33.333336, 0.0, 0.0, 0.0, 33.333336, 0.0, 0.0, 0.0, 0.0, 0.0]
ERROR_RATE_MWD: [13.333334]
ERROR_RATE_MODIFIED_MWD_SHORTEST: [6.666667]
ERROR_RATE_MODIFIED_MWD_BACKSPACE: [13.333334]
TOTAL_ERROR_RATE: [0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_SHORTEST: [0.0, 0.0, 0.0, 0.0, 0.0, 50.0, 0.0, 0.0, 0.0, 40.0, 0.0, 0.0, 0.0, 0.0, 0.0]
TOTAL_ERROR_RATE_MODIFIED_BACKSPACE: [0.0, 0.0, 0.0, 0.0, 0.0, 33.333336, 0.0, 0.0, 0.0, 33.333336, 0.0, 0.0, 0.0, 0.0, 0.0]
FRECHET_DISTANCE_TOUCH_ONLY: [436.42615, 436.6765, 435.89474, 435.65433, 435.49887, 571.98413, 434.7563, 434.80804, 437.74213, 620.13336, 436.68872, 435.73907, 434.95673, 436.42438, 436.81433]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_SHORTEST: [436.42615, 436.6765, 435.89474, 435.65433, 435.49887, 571.98413, 434.7563, 434.80804, 437.74213, 435.5114, 436.68872, 435.73907, 434.95673, 436.42438, 436.81433]
FRECHET_DISTANCE_TOUCH_ONLY_MODIFIED_BACKSPACE: [436.42615, 436.6765, 435.89474, 435.65433, 435.49887, 529.1475, 434.7563, 434.80804, 437.74213, 579.631, 436.68872, 435.73907, 434.95673, 436.42438, 436.81433]
